score,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label
5,"Bagus, menghibur cocok untuk wisata keluarga dan pendidikan",bagus menghibur cocok untuk wisata keluarga dan pendidikan,bagus menghibur cocok wisata keluarga pendidikan,"['bagus', 'menghibur', 'cocok', 'wisata', 'keluarga', 'pendidikan']",bagus hibur cocok wisata keluarga didik,positif
5,Tempat bermain anak-anak yang luas,tempat bermain anakanak yang luas,bermain anakanak luas,"['bermain', 'anakanak', 'luas']",main anakanak luas,positif
5,"Menarik aksesnya semakin diperbaiki, semoga segera selesai",menarik aksesnya semakin diperbaiki semoga segera selesai,menarik aksesnya diperbaiki semoga selesai,"['menarik', 'aksesnya', 'diperbaiki', 'semoga', 'selesai']",tarik akses baik moga selesai,positif
4,"Pantainya bersih.. Akses masuk udah oke. Petugas ramah, restonya juga yaa.. Menurut saya masih masuk akal ya harganya. Hewan2nya belum terlalu lengkap, masih proses pengembangan juga. Tp lumayan lah buat 'momong bocah'. Di bbeberapa area …",pantainya bersih akses masuk udah oke petugas ramah restonya juga yaa menurut saya masih masuk akal ya harganya hewan2nya belum terlalu lengkap masih proses pengembangan juga tp lumayan lah buat momong bocah di bbeberapa area ,pantainya bersih akses masuk udah oke petugas ramah restonya yaa masuk akal ya harganya hewan2nya lengkap proses pengembangan tp lumayan momong bocah bbeberapa area,"['pantainya', 'bersih', 'akses', 'masuk', 'udah', 'oke', 'petugas', 'ramah', 'restonya', 'yaa', 'masuk', 'akal', 'ya', 'harganya', 'hewan2nya', 'lengkap', 'proses', 'pengembangan', 'tp', 'lumayan', 'momong', 'bocah', 'bbeberapa', 'area']",pantai bersih akses masuk udah oke tugas ramah restonya yaa masuk akal ya harga hewan2nya lengkap proses kembang tp lumayan momong bocah bbeberapa area,positif
5,"Cukup bagus, menarik dan menghibur akan lebih bagus lagi jika nanti fasilitas lainnya sudah selesai dibangun  tambah lengkap",cukup bagus menarik dan menghibur akan lebih bagus lagi jika nanti fasilitas lainnya sudah selesai dibangun  tambah lengkap,bagus menarik menghibur bagus fasilitas selesai dibangun lengkap,"['bagus', 'menarik', 'menghibur', 'bagus', 'fasilitas', 'selesai', 'dibangun', 'lengkap']",bagus tarik hibur bagus fasilitas selesai bangun lengkap,positif
5,"Salah satu tempat favorit berlibur dgn anak², dari Semarang via tol exit Batang Kandeman. Kebun binatangnya jadi 1 dgn pantai Ujungnegoro kalau tdk salah, HTM public holiday hanya 70ribu tapi bisa menikmati sepuasnya hewan² di dalam dan …",salah satu tempat favorit berlibur dgn anak dari semarang via tol exit batang kandeman kebun binatangnya jadi 1 dgn pantai ujungnegoro kalau tdk salah htm public holiday hanya 70ribu tapi bisa menikmati sepuasnya hewan di dalam dan ,salah favorit berlibur dgn anak semarang via tol exit batang kandeman kebun binatangnya 1 dgn pantai ujungnegoro tdk salah htm public holiday 70ribu menikmati sepuasnya hewan,"['salah', 'favorit', 'berlibur', 'dgn', 'anak', 'semarang', 'via', 'tol', 'exit', 'batang', 'kandeman', 'kebun', 'binatangnya', '1', 'dgn', 'pantai', 'ujungnegoro', 'tdk', 'salah', 'htm', 'public', 'holiday', '70ribu', 'menikmati', 'sepuasnya', 'hewan']",salah favorit libur dgn anak semarang via tol exit batang kandeman kebun binatang 1 dgn pantai ujungnegoro tdk salah htm public holiday 70ribu nikmat puas hewan,positif
4,Menyenagkan,menyenagkan,menyenagkan,['menyenagkan'],menyenagkan,positif
5,"Tempat wisata yang menarik,nyaman dan bagus",tempat wisata yang menariknyaman dan bagus,wisata menariknyaman bagus,"['wisata', 'menariknyaman', 'bagus']",wisata menariknyaman bagus,positif
5,"Bagus pantainya bisa buat bermain anak banyak huburannya, banyak hewan hewan jalan jalan, banyak makanannya, parkiran luas, ramah staff nya,sekarang ada restonya",bagus pantainya bisa buat bermain anak banyak huburannya banyak hewan hewan jalan jalan banyak makanannya parkiran luas ramah staff nyasekarang ada restonya,bagus pantainya bermain anak huburannya hewan hewan jalan jalan makanannya parkiran luas ramah staff nyasekarang restonya,"['bagus', 'pantainya', 'bermain', 'anak', 'huburannya', 'hewan', 'hewan', 'jalan', 'jalan', 'makanannya', 'parkiran', 'luas', 'ramah', 'staff', 'nyasekarang', 'restonya']",bagus pantai main anak huburannya hewan hewan jalan jalan makan parkir luas ramah staff nyasekarang restonya,positif
5,"Tempat yang lumayan buat liburan bersama keluarga, tapi harus di perbaiki lagi fasilitasnya kandang2 hewannya dan juga di tambahkan lagi koleksi binatangnya, dan buat kaum mendang mending yang mau ke sini lebih baik beli minuman di luar heheh karena lumayan harganya",tempat yang lumayan buat liburan bersama keluarga tapi harus di perbaiki lagi fasilitasnya kandang2 hewannya dan juga di tambahkan lagi koleksi binatangnya dan buat kaum mendang mending yang mau ke sini lebih baik beli minuman di luar heheh karena lumayan harganya,lumayan liburan keluarga perbaiki fasilitasnya kandang2 hewannya tambahkan koleksi binatangnya kaum mendang mending beli minuman heheh lumayan harganya,"['lumayan', 'liburan', 'keluarga', 'perbaiki', 'fasilitasnya', 'kandang2', 'hewannya', 'tambahkan', 'koleksi', 'binatangnya', 'kaum', 'mendang', 'mending', 'beli', 'minuman', 'heheh', 'lumayan', 'harganya']",lumayan libur keluarga baik fasilitas kandang2 hewan tambah koleksi binatang kaum dang mending beli minum heheh lumayan harga,positif
4,Pas datang ke 2 kalinya gak bisa liat dolphin karena sedang perbaikan,pas datang ke 2 kalinya gak bisa liat dolphin karena sedang perbaikan,pas 2 kalinya gak liat dolphin perbaikan,"['pas', '2', 'kalinya', 'gak', 'liat', 'dolphin', 'perbaikan']",pas 2 kali gak liat dolphin baik,positif
5,Paling pas untuk menikmati pantai bersih dan murah di sekitar Pekalongan dan Batang,paling pas untuk menikmati pantai bersih dan murah di sekitar pekalongan dan batang,pas menikmati pantai bersih murah pekalongan batang,"['pas', 'menikmati', 'pantai', 'bersih', 'murah', 'pekalongan', 'batang']",pas nikmat pantai bersih murah kalong batang,positif
5,Bagus...,bagus,bagus,['bagus'],bagus,positif
4,"Bilyard ternyaman yg pernah ada dikota solo

Note: minus AC saja, AC nya mohon utk segera diperbaiki🙏🏻 …",bilyard ternyaman yg pernah ada dikota solonote minus ac saja ac nya mohon utk segera diperbaiki ,bilyard ternyaman yg dikota solonote minus ac ac nya mohon utk diperbaiki,"['bilyard', 'ternyaman', 'yg', 'dikota', 'solonote', 'minus', 'ac', 'ac', 'nya', 'mohon', 'utk', 'diperbaiki']",bilyard nyaman yg kota solonote minus ac ac nya mohon utk baik,positif
1,"Masih banyak renovasi. Dolphin tidak ada sampai Juni 2024.
Harga tiket tetap, weekend diatas 5th 65k + parkir 10k mobil. Sepertinya tanpa dolphin show gak worthed.",masih banyak renovasi dolphin tidak ada sampai juni 2024harga tiket tetap weekend diatas 5th 65k  parkir 10k mobil sepertinya tanpa dolphin show gak worthed,renovasi dolphin juni 2024harga tiket weekend diatas 5th 65k parkir 10k mobil dolphin show gak worthed,"['renovasi', 'dolphin', 'juni', '2024harga', 'tiket', 'weekend', 'diatas', '5th', '65k', 'parkir', '10k', 'mobil', 'dolphin', 'show', 'gak', 'worthed']",renovasi dolphin juni 2024harga tiket weekend atas 5th 65k parkir 10k mobil dolphin show gak worthed,negatif
5,Bagusssssssss...,bagusssssssss,bagusssssssss,['bagusssssssss'],bagusssssssss,positif
4,"Masih ada beberapa yg direnovasi sih, & salah 1nya blm bisa lihat pertunjukan dolphin krna ada penggantian kaca, tpi gantinya ada pertunjukan gajah.. kl bagi saya yg penting anak² seneng 😅😂🤗🫶 …",masih ada beberapa yg direnovasi sih  salah 1nya blm bisa lihat pertunjukan dolphin krna ada penggantian kaca tpi gantinya ada pertunjukan gajah kl bagi saya yg penting anak seneng  ,yg direnovasi sih salah 1nya blm lihat pertunjukan dolphin krna penggantian kaca tpi gantinya pertunjukan gajah kl yg anak seneng,"['yg', 'direnovasi', 'sih', 'salah', '1nya', 'blm', 'lihat', 'pertunjukan', 'dolphin', 'krna', 'penggantian', 'kaca', 'tpi', 'gantinya', 'pertunjukan', 'gajah', 'kl', 'yg', 'anak', 'seneng']",yg renovasi sih salah 1nya blm lihat tunjuk dolphin krna ganti kaca tpi ganti tunjuk gajah kl yg anak neng,positif
5,"Kesana pas Sabtu sore, sengaja mau main di pantainya saja.
Ternyata seru, ada prime show
Atraksi yg menghibur
Pantai bersih",kesana pas sabtu sore sengaja mau main di pantainya sajaternyata seru ada prime showatraksi yg menghiburpantai bersih,kesana pas sabtu sore sengaja main pantainya sajaternyata seru prime showatraksi yg menghiburpantai bersih,"['kesana', 'pas', 'sabtu', 'sore', 'sengaja', 'main', 'pantainya', 'sajaternyata', 'seru', 'prime', 'showatraksi', 'yg', 'menghiburpantai', 'bersih']",kesana pas sabtu sore sengaja main pantai sajaternyata seru prime showatraksi yg menghiburpantai bersih,positif
5,Tempatnya enak buat nongkrong dan menghabiskan waktu.. Rekomendasi untuk anak anak juga bagus,tempatnya enak buat nongkrong dan menghabiskan waktu rekomendasi untuk anak anak juga bagus,tempatnya enak nongkrong menghabiskan rekomendasi anak anak bagus,"['tempatnya', 'enak', 'nongkrong', 'menghabiskan', 'rekomendasi', 'anak', 'anak', 'bagus']",tempat enak nongkrong habis rekomendasi anak anak bagus,positif
5,"sentral utamanya adl show lumba2, burung, dan pantai. sebenarnya msh bisa di tata dan dikembangkan lebih lagi. beberapa tempat harusnya masih perlu dipaving daripada masih berupa jalan tanah (agar jika musim  hujan tidak becek). lap parkir …",sentral utamanya adl show lumba2 burung dan pantai sebenarnya msh bisa di tata dan dikembangkan lebih lagi beberapa tempat harusnya masih perlu dipaving daripada masih berupa jalan tanah agar jika musim  hujan tidak becek lap parkir ,sentral utamanya adl show lumba2 burung pantai msh tata dikembangkan dipaving jalan tanah musim hujan becek lap parkir,"['sentral', 'utamanya', 'adl', 'show', 'lumba2', 'burung', 'pantai', 'msh', 'tata', 'dikembangkan', 'dipaving', 'jalan', 'tanah', 'musim', 'hujan', 'becek', 'lap', 'parkir']",sentral utama adl show lumba2 burung pantai msh tata kembang dipaving jalan tanah musim hujan becek lap parkir,positif
1,"Satpamnya kurang open ke tamu, walau pun itu ojol,dan hanya mau mengantarkan makanann sikap  ketus,tidak ramah sama sekali.",satpamnya kurang open ke tamu walau pun itu ojoldan hanya mau mengantarkan makanann sikap  ketustidak ramah sama sekali,satpamnya open tamu ojoldan mengantarkan makanann sikap ketustidak ramah,"['satpamnya', 'open', 'tamu', 'ojoldan', 'mengantarkan', 'makanann', 'sikap', 'ketustidak', 'ramah']",satpam open tamu ojoldan antar makanann sikap ketustidak ramah,negatif
4,"bagus ,
hanya lokasinya blm tertata dg baik jd terlhat kotor,
ada baiknya klo dibuat larangan merokok dilokasi, …",bagus hanya lokasinya blm tertata dg baik jd terlhat kotorada baiknya klo dibuat larangan merokok dilokasi ,bagus lokasinya blm tertata dg jd terlhat kotorada baiknya klo larangan merokok dilokasi,"['bagus', 'lokasinya', 'blm', 'tertata', 'dg', 'jd', 'terlhat', 'kotorada', 'baiknya', 'klo', 'larangan', 'merokok', 'dilokasi']",bagus lokasi blm tata dg jd terlhat kotorada baik klo larang rokok lokasi,positif
1,Jangan rekomendasikan,jangan rekomendasikan,rekomendasikan,['rekomendasikan'],rekomendasi,negatif
1,"Binatangnya hanya itu2 saja,tempat kotor kurang perawatan.trrsedia voucher makanan tapi makanan tidak ready.",binatangnya hanya itu2 sajatempat kotor kurang perawatantrrsedia voucher makanan tapi makanan tidak ready,binatangnya itu2 sajatempat kotor perawatantrrsedia voucher makanan makanan ready,"['binatangnya', 'itu2', 'sajatempat', 'kotor', 'perawatantrrsedia', 'voucher', 'makanan', 'makanan', 'ready']",binatang itu2 sajatempat kotor perawatantrrsedia voucher makan makan ready,negatif
1,"Kotor, tanpa perabotan. Hewan-hewan tersebut dipelihara dalam kondisi yang sangat buruk. Kami membayar 65.000 untuk orang, saya ingin segera pergi setelah kami masuk.",kotor tanpa perabotan hewanhewan tersebut dipelihara dalam kondisi yang sangat buruk kami membayar 65000 untuk orang saya ingin segera pergi setelah kami masuk,kotor perabotan hewanhewan dipelihara kondisi buruk membayar 65000 orang pergi masuk,"['kotor', 'perabotan', 'hewanhewan', 'dipelihara', 'kondisi', 'buruk', 'membayar', '65000', 'orang', 'pergi', 'masuk']",kotor perabot hewanhewan pelihara kondisi buruk bayar 65000 orang pergi masuk,negatif
5,Tempat nyaman untuk bersantai bersama keluarga,tempat nyaman untuk bersantai bersama keluarga,nyaman bersantai keluarga,"['nyaman', 'bersantai', 'keluarga']",nyaman santa keluarga,positif
5,"Liburan ke Safari Beach Jateng worth it banget,karena bisa puas menonton lumba-lumba,atraksi hewan-hewan,feeding animal atau sekedar bersantai di pantai.cocok untuk berlibur bersama keluarga maupun bersama teman, kemarin aku dateng weekend tiketnya IDR 70.000 / orang, tapi sudah dapat kupon makanan IDR 20.000. parkir luas dan bersih.👍 …",liburan ke safari beach jateng worth it bangetkarena bisa puas menonton lumbalumbaatraksi hewanhewanfeeding animal atau sekedar bersantai di pantaicocok untuk berlibur bersama keluarga maupun bersama teman kemarin aku dateng weekend tiketnya idr 70000  orang tapi sudah dapat kupon makanan idr 20000 parkir luas dan bersih ,liburan safari beach jateng worth it bangetkarena puas menonton lumbalumbaatraksi hewanhewanfeeding animal sekedar bersantai pantaicocok berlibur keluarga teman kemarin dateng weekend tiketnya idr 70000 orang kupon makanan idr 20000 parkir luas bersih,"['liburan', 'safari', 'beach', 'jateng', 'worth', 'it', 'bangetkarena', 'puas', 'menonton', 'lumbalumbaatraksi', 'hewanhewanfeeding', 'animal', 'sekedar', 'bersantai', 'pantaicocok', 'berlibur', 'keluarga', 'teman', 'kemarin', 'dateng', 'weekend', 'tiketnya', 'idr', '70000', 'orang', 'kupon', 'makanan', 'idr', '20000', 'parkir', 'luas', 'bersih']",libur safari beach jateng worth it bangetkarena puas tonton lumbalumbaatraksi hewanhewanfeeding animal dar santa pantaicocok libur keluarga teman kemarin dateng weekend tiket idr 70000 orang kupon makan idr 20000 parkir luas bersih,positif
5,"Tiket Masuk ke Pantai 20rb tapi bisa dipakai buat beli makanan dan minuman di dalam.
Utk Tiket ke Zoo nya 65rb dg berbagai macam show animal, utk itu disarankan …",tiket masuk ke pantai 20rb tapi bisa dipakai buat beli makanan dan minuman di dalamutk tiket ke zoo nya 65rb dg berbagai macam show animal utk itu disarankan ,tiket masuk pantai 20rb dipakai beli makanan minuman dalamutk tiket zoo nya 65rb dg show animal utk disarankan,"['tiket', 'masuk', 'pantai', '20rb', 'dipakai', 'beli', 'makanan', 'minuman', 'dalamutk', 'tiket', 'zoo', 'nya', '65rb', 'dg', 'show', 'animal', 'utk', 'disarankan']",tiket masuk pantai 20rb pakai beli makan minum dalamutk tiket zoo nya 65rb dg show animal utk saran,positif
5,"Seperti kebun binatang mini di pantai, jadi enak buat liburan keluarga, bisa lihat macam-macam binatang dan menikmati semilir angin pantai secara bersamaan.. mungkin yang kurang menurut saya makanannya yang mahal menurutku.",seperti kebun binatang mini di pantai jadi enak buat liburan keluarga bisa lihat macammacam binatang dan menikmati semilir angin pantai secara bersamaan mungkin yang kurang menurut saya makanannya yang mahal menurutku,kebun binatang mini pantai enak liburan keluarga lihat macammacam binatang menikmati semilir angin pantai bersamaan makanannya mahal menurutku,"['kebun', 'binatang', 'mini', 'pantai', 'enak', 'liburan', 'keluarga', 'lihat', 'macammacam', 'binatang', 'menikmati', 'semilir', 'angin', 'pantai', 'bersamaan', 'makanannya', 'mahal', 'menurutku']",kebun binatang mini pantai enak libur keluarga lihat macammacam binatang nikmat milir angin pantai sama makan mahal turut,positif
4,Cocok buat destinasi wisata keluarga,cocok buat destinasi wisata keluarga,cocok destinasi wisata keluarga,"['cocok', 'destinasi', 'wisata', 'keluarga']",cocok destinasi wisata keluarga,positif
5,"Enak untuk liburan keluarga.
Ada pantai pasir dan kebun Binatang
Dengan binatang yang jinak2 seperti Gajah nama Kartini mau di kasih makan oleh pengunjung",enak untuk liburan keluargaada pantai pasir dan kebun binatangdengan binatang yang jinak2 seperti gajah nama kartini mau di kasih makan oleh pengunjung,enak liburan keluargaada pantai pasir kebun binatangdengan binatang jinak2 gajah nama kartini kasih makan pengunjung,"['enak', 'liburan', 'keluargaada', 'pantai', 'pasir', 'kebun', 'binatangdengan', 'binatang', 'jinak2', 'gajah', 'nama', 'kartini', 'kasih', 'makan', 'pengunjung']",enak libur keluargaada pantai pasir kebun binatangdengan binatang jinak2 gajah nama kartini kasih makan unjung,positif
5,"Tiket lebaran 70k sudah include nonton atraksi burung, atraksi hewan, lumba2. Bagus banget sih ini tempatnya buat edukasi anak2. Lumayan bersih dan terlihat well maintained sekali tempatnya. Pertahankan dan perbanyak lagi wahana2nya",tiket lebaran 70k sudah include nonton atraksi burung atraksi hewan lumba2 bagus banget sih ini tempatnya buat edukasi anak2 lumayan bersih dan terlihat well maintained sekali tempatnya pertahankan dan perbanyak lagi wahana2nya,tiket lebaran 70k include nonton atraksi burung atraksi hewan lumba2 bagus banget sih tempatnya edukasi anak2 lumayan bersih well maintained tempatnya pertahankan perbanyak wahana2nya,"['tiket', 'lebaran', '70k', 'include', 'nonton', 'atraksi', 'burung', 'atraksi', 'hewan', 'lumba2', 'bagus', 'banget', 'sih', 'tempatnya', 'edukasi', 'anak2', 'lumayan', 'bersih', 'well', 'maintained', 'tempatnya', 'pertahankan', 'perbanyak', 'wahana2nya']",tiket lebaran 70k include nonton atraksi burung atraksi hewan lumba2 bagus banget sih tempat edukasi anak2 lumayan bersih well maintained tempat tahan banyak wahana2nya,positif
1,"Harga makanan mahal rasa gak enak gak ada asin nya ,gak boleh bawa makanan ,jangan kesini mending ke pantai cahaya aja ,pentas lumba2 nya panas bnget harga es teh cup 10rb",harga makanan mahal rasa gak enak gak ada asin nya gak boleh bawa makanan jangan kesini mending ke pantai cahaya aja pentas lumba2 nya panas bnget harga es teh cup 10rb,harga makanan mahal gak enak gak asin nya gak bawa makanan kesini mending pantai cahaya aja pentas lumba2 nya panas bnget harga es teh cup 10rb,"['harga', 'makanan', 'mahal', 'gak', 'enak', 'gak', 'asin', 'nya', 'gak', 'bawa', 'makanan', 'kesini', 'mending', 'pantai', 'cahaya', 'aja', 'pentas', 'lumba2', 'nya', 'panas', 'bnget', 'harga', 'es', 'teh', 'cup', '10rb']",harga makan mahal gak enak gak asin nya gak bawa makan kesini mending pantai cahaya aja pentas lumba2 nya panas bnget harga es teh cup 10rb,negatif
