Name,content,score
Aris Susanto,No review text,5
Cis Wono,"Kenapa kalau untuk bpjs di persulitkan? Saya rasa belum layak untuk di jadikan rumah sakit,, tolong perbaiki",1
AMS KTRT,Pelayananya lemot,1
Aditiya Pras,"Kecewa!
Singkat cerita nganter istri kontrol ke poli kandungan, milih dokter random yg hari itu dinas yaitu dr.D …",1
Hayy Resta,Datang jam 7 jam 2 belum selesai ngantri lama,1
Twoinah Aja,"Terima kasih banyak RSUD kajen, sudah memberikan pelayanan terbaik pada ibu saya. Meskipun ibu saya pasien BPJS tapi di layani dengan sangat baik. Perawat dan dokter nya sangat baik dan ramah² …",5
Anjas Ardiono,orang boleh lalu lalang masuk. tapi saya di tahan ga boleh masuk. padahal saya menjaga adek saya sebagai pasien.,1
Kenken Arya,"Dokternya terkesan cuek pada kepentingan pasien,sehingga datangya Telat,padahal banyak pasien yang sudah menunggu dari pagi.",1
Su Kindar,"Untuk Dokter tolong kalo jadwal aga pagian,kasian para pasien yg sudah datang dari pagi menunggu,giliran Dokter datang ahirnya antrinya terlalu lama.",2
Apta Photography,"Dibanding dg Rumah Sakit sebelah, masih jauh pelayanannya kpd pasien",1
Elfaria Serfort,"cuma lama antre sih, soalnya banyak banget pasien. selebihnya pelayanan mantap.",4
Asep Kurniawan,"Program pemerintah berjalan dengan lancar.
BTW password wifinya apa?",5
lodi ahmad,"Duh ini rumah salit kok gak nyaman amat yah... Kotor, banyak nyamuk kya di hutan, jam besuk juga di jadwal...",1
Oktaviia Jhono,Ramah dan pelayanan  baik,5
Betty Imamala,"Akses mudah, parkir luas, pelayanan pas",4
Temmy Setiawan,Sebenernya bagus cuma bidan yg di ruangan ponek nya sangat sangat tidak ramah. Bad attitude,2
Gaprek Arzaki,👍👍 …,5
Jovy Hary Nugroho,"Cari supir ambulance yang bisa standby lah… Butuh ambulance bilangnya supirnya nggk bisa supirnya nggk tahu kenapa, PANTES RS JAWABANNYA BEGITU?",1
wati elnino,"Sangat tidak ramah sekali,RS sekelas RSUD masa pas dimintain bantuan pasien keritis untuk penjemputan memakai ambulance pihak RS menginfokan dengan alasan tidak jelas sopir tidak bisa jemput. Masa Rumah sakit Gede ga siap siaga. Mohon di …",1
Dahlia Accessoris,Parah sekali pelayanannya kapok,1
Edy Tamma,Rumah sakit,5
untung kurniadi,Tingkatkan pelayananmu..ramahhh,4
Surya Travel,Lamaaaaaaaaaa,1
Kulit Kacang,Yo o,4
Maisy Maslikhah,"Demi apapun, minus bgt pelayanannya. Petugasnya ga ramah, melayani org sakit kasar banget. Ditegur malah marah marah. Padahal pasien merengek kesakitan. Gatau itu OB apa perawat. Melayani kok gitu",1
Sulas Tri,"Parah petugas medis satpam terutama yang di UGD semua cuek judes gaada ramah ramah nya
Lemot semua ayolah perbaiki lagi pelayanan nya jiwa sosial nya mana banyak yang komplain soal pelayanan",1
Binbul 1234,No review text,4
Novian Irsandi,"Mohon maaf sebelumnya saya kasih bintang 1 karena agak kecewa dengan tarif parkirnya di papan tertera parkir 24 jam bayarnya 6000 tapi petugasnya minta 10000 terus yang 4000 kemana ,mungkin itu oknum soalnya tidak semua petugas seperti itu",1
Dona Dona,No review text,1
Afii Rosyadi,"Maaf, pelayanan di RSUD Kajen sangat tidak gesit, utk IGD dan pengurusan pindah kamar lama sekali",1
Arif Ardiansyah Susilo,"Tidak layak dijadikan rumah sakit. Rawat Inap Kelas I ,2 dan 3 TIRAI/SEKAT TIDAK ADA, Apakah RSUD Tidak tahu ada Hak Privasi untuk Pasien??. Ruangan Teratai Tidak ada kipas/AC, Banyak Nyamuk, Banyak Semut, Tempatnya Kotor. Lorong  Remang2, …",1
Bambang Sdioutomo,Bintang 5,5
TBI Skills,"Pelayanan umum sesuai jam kerja dokternya masing2, memang tidak standby 24jam. ada jadwalnya khusus. maklum dokter juga manusia.",5
nyonya al amin,"Sudah mendaftar online H-7, jalur umum, lansia. Diminta konfirmasi pd hari H periksa dikasih no.antrian 17. Tapi dipanggilnya paling akhir pasien yg lain sdh pulang pdhl lansia kondisi lemah. Tidak ada gunanya dibuka daftar online kl pd …",1
Vica Octaryani,No review text,1
Afan al Fahrezi,Mantap pelayanannya bagus,5
Deni Saefrudin,"Belum layak mendapat predikat bintang 5. Masih banyak yg hrs d benahi, terutama terkait pelayanan.",1
Melinda Okta,"Minimnya informasi yang bisa di berikan petugas medis.
Fasilitas yang tidak terawat dengan baik.
Alat medis yang kurang lengkap, sebagai penunjang observasi untuk memberikan …",1
Radith SdifoArt,"Petugasnya belum modern, harus banget bayar tagihan lewat toko swalayan padahal lewat online lebih gampang. Kopetlah",2
nisa mahmud,Sabtu buka tidak?,5
G Rama_,Pelayanan buruk. Saran klo ada pasien kecelakaan gausah ditawari BPJS lah. Gagunaaaaa langsung aja jasa Raharja. Suka banget ngasih harapan palsu,1
Pasko Paseo,Parkirnya gajelas. Motor tapi dikasih 5000 kembalianya 2000. Padahal nganter bahan makanan buat RS loh.,4
Mlbb,No review text,5
Hary Muliantoro,"Seperti rumah sakit milik pemerintah pada umumnya.
Peralatan mungkin cukup lengkap, sayang pemeliharaan bangunan tidak diperhatikan. Kran air bocor.",3
ery gunawan,"Tidak ada kesan positif untuk RSUD Kajen, untuk pelayanannya. Baik perawat maupun satpamnya. Tidak ada keramahan sedikit pun. Ternyata tidak hanya satu dua orang saja yang punya pengalaman buruk dengan RSUD Kajen tapi hampir semua orang …",1
dualapan 20,tidak recommended.,1
Kurnia Robik,"ada beberapa kekurangan seperti;
- Kamar kelas 1 atupun 2 tidak ada tirai penyekat antar bed pasien, sehingga tidak ada privasi antar pasien. Hal ini sangat dirasa mengganggu. …",1
Srh,"Walopun rs, tp Tempatnya asri.. Parkir luas..",5
Mimy LakaLaka,"Jujur kaget banget periksa disini. Baru pertama kali nganter nyokap periksa, dengan keadaan dibilang urgent, tapi dokternya belum visit juga di jam 10. Nunggu sampe hampir jam 12 belum juga ada panggilan, pasien sampe numpuk bahkan ada yg …",1
widia Selviana,No review text,1
ana banavisa,RSUD Kajen..  familier sekali dg tempat ini.. sdh puluhan kali sy ke RSUD Kajen.. dan banyak kemajuan dibanding yg dulu.. …,5
eko toz,No review text,5
MUHAMMAD ATHOILLAH,Bangunan sudah tua,5
adhi sardol,"Jgn ke kesini Suster nya beGo pelayanan nya g ngerti,",1
Capt Roso,No review text,5
Istiqomah 1,mau tanyak dong jadwal poli bedah hari apa saja sih. dan tutup jm berapa sih,1
Dina Sekarwangi,"Nunggu dokter spesialis mata dari jam 7 sampai jam 11 blum di priksa juga, dan dokterpun blum brngkt",1
Dian Sule51,"Kami keluarga pasien dari Cirebon, terimakasih atas pelayanan kesehatan dan kelancaran proses pasca operasi Caesar istri kami berjalan dengan lancar dan selamat.",4
Dwi Riyanti,"Parah, pendaftaran dan satpam judes2, bentak2, jutek2 pula. SDM buruk bgt! Banyak org yg bisa kerja dg hati dan ramah. Walopun capek namanya pelayanan ya harus sopan, ramah, murah senyum. Orang sakit di bentak2, aneh!",1
Nunes Aghniza,Tidak ramah bintang ⭐,1
Fatwa Khaeron,dimana miif itis kitidiknyimininnyi hilih bcd,1
Zidan Fawwaz Ausath,"Ga ngerti, tanya satpam jawabnya ketus

Periksa di salah satu poli, dokternya malah marah marahin pasien dengan seenak …",1
Kucing Tertawa,Petugas satpam tidak ramah. Banyak lansia dibentak bentak kek ga punya otak,1
Mukholidun Ramadhan,No review text,1
Agus Darmanto,"Kamar inapnya gk ada pembatasnya(sket), walaupun pasien menggunakan bpjs kelas 3 harusnya ada sket pembatasnya dengan pasien lain(kordeng penutup antara pasien satu dg pasien lainnya) supaya dipandang tidak kayak pindang. Terima kasih",2
Anggi Ka,"Orang tua yang sudah lansia kok dibentak bentak apakah petugasnya tidak punya orang tua, kalaupun mau menasehati bisa dengan cara halus semuanya tidak Ramah untuk gedung depan area pendaftaran",1
kepoo banget,"Disini saya menyalahkan satpam
Nya , sangat tidak ramah, tidak sopan, cuma bisa bentak bentak ,untuk satpam Area pendaftaran rawat jalan tolong beri arahan biar lebih Rama lagi, kebetulan …",1
Dwi Ramadhan,No review text,5
GuruBahasa,No review text,1
Outfit Pekalongan,"Teruntuk pelayanan loket BPJS area gedung depan(pendaftaran), tolong lebih niat lagi kerjanya dan iklas lagi dalam bekerja, melayani pasien kok seperti itu ? Nyolot terus,kata""nya lebih dijaga lagi..padahal kan dari sini cuma menanyakan …",1
Luthfi Cahya Nugraha,Atas,4
Joko Purnomo,Tempat adem,4
Vina Dhila Afriana,"Pelayanan kurang memuaskan,",1
Nur Utari,RS KAJEN pelayanan sangat bagus dan memenuhi protokol covid19 yg ketat,5
Purwo Adi Nugroho,No review text,4
Den_Munik,"Asalamualaikum
Selamat malam, teruntuk ibu penjaga balita yg baru lahir di ruangan khusus(inkufator) agar lebih waspada dan teliti dalam pekerjaan menjaga bayi diruangan …",4
Nama Ku,Perbaiki sdm nya supaya melayani pasien dengan baik lagi jgn sampai menganggap sepele nyawa pasien,1
Fatwa Khoeron,"Tolong pelayanannya di perbaiki, pasien sudah gawat darurat ttpi tidak dilakukan tindakan yg cepat. Apa nyawa pasien dianggap sepele? Selain itu tolong perbaiki SOP pemandian jenazahnya agar sesuai syariat islam. Saya benar2 kecewa dengan pelayanan rsud kajen.",1
Putri Utami,Terima kasih ya atas pelayanan yg buruk sekali. Ibu saya masuk ruang isolasi rsud kajen dan mendapat tindakan yg kurang cepat sehingga akhirnya ibu saya meninggal. Sebelum ibu saya meninggal pun saya berpesan tolong ibu saya di suapi …,1
adi Aprianto,"Buruk dalam pelayanan, kami kasar saat masuk, bukannya ramah malah menganiaya pasien,",1
mrbubble tirtoagung,"Pelayanan buruk sekali, perawat isolasi tidak kompeten. Memberikan oksigen pakai tabung kosong tanpa d kroscek terlebih dahulu. Tidak dapat memenuhi kebutuhan dasar pasien, saya sangat tidak merekomendasikan anda masuk rsud Kajen. Pelayanan tidak ramah, dan menjengkelkan",1
Rs Pro (plez),No review text,5
Santi'ca Band,"RSUD KAJEN KOK DI KARANGANYAR.
Ini
menandakan rumah sakit ini ga jelas.
Gajelas segi pelayanan dan segi kualitas SDM",1
Arini Armadi,Sedikit kecewa. Beberapa bulan yg lalu ibu saya masuk IGD karna gula tinggi. Kemudian karna covid akhirnya cek antibodi hasilnya reaktif. Menunggu lama tanpa tindakan apapun. Setelah lama menunggu akhirnya hanya diberi surat Pulang Paksa. …,3
Kamal Mila,"Buruk sihh ..dan sangat lelet.
Kecewa",1
Amrullah Wowoh,Pelayananya cukup bagus,4
M. Khakim Maulana,Dilayani sesuai prosedur pelayanan,5
Jhonkopin,"Pelayanan yang sangat Buruk dan tidak rekomen.
Minimnya informasi yang bisa di berikan petugas medis.
Fasilitas yang tidak terawat dengan baik. …",1
Sapri Sapri,"Dimana gelar dokter sp kandungan kalian,3hr istri sy di rawat blm sekalipun di kontrol.jangan mentang2 kami pakai kis jd di abaikan,ingat kis itu amanah buat kalian.",1
Farman,No review text,3
Oji Aja,No review text,1
Eka Rizkiana,No review text,5
Waifi Apam,No review text,3
Ruruh Rahwati Agustine,No review text,5
Kum ID,RS bintang lima rasa bintang dua,2
kamal reibonz,No review text,1
Rizal Levi,No review text,4
Enda Prasetio,"Hanya karna bpjs gratis sampai sampai gak dilayani dengan alasan tidak ada kamar kosong,dimana ra manusiawi kalian...",1
Muhammad Robiansyah,"Tidak ramah sekali pegawai pendaftaran disini,gak bisa bersifat wajar apalagi ramah.
Mengecewakan",1
Sirin Santosa,Senang krna,4
pak_tho'at,pelayan loket tidak ramah.. bicara seperti bentak bentak. padahal saya periksa berbayar mohon kepada direksi supaya lebih memperbaiki pelayanan,1
Tresno Anik,No review text,5
Muhamad Abdu Al Gifari,Bisa untuk peserta mandiri inhealt,4
Ismail Saleh,Rapid test ppdp pilbup pkl 2020...,5
Er Lisa,PELAYANAN BURUK! DITANYAIN ANGKA ANGKA DI MONITOR APA PADA DIEM DOANG! DITANYA KNP JAWABANNYA GAPAPA MULU PADAHAL KONDISI ADE SAYA SEMAKIN KRITIS KATANYA GAPAPA TEEUS! DOKTER SOMBONG KELIATAN DI MUKANYA,1
Rachma Mahardhika K,"SANGAT MENGECEWAKAN
DAFTAR USG KANDUNGAN 3 DIMENSI KOK TERNYATA 2 DIMENSI, ALASANNYA GA BISA DICETAK, KALAU SEPERTI ITU HARUSNYA DARI AWAL BILANG BISANYA 2 DIMENSI, HARGA 3 DIMENSI DAPETNYA 2 DIMENSI",1
Setiawan,"Lambattt parah

Bagian farmasi pasien banyak, pegawai 1 orang",1
Rc family,Jika,5
Teguh Hermawan,No review text,5
Naufal Farid,No review text,1
Rysky Firmansyah,No review text,1
Ana Anfa,No review text,5
Muhammad Tabiin,No review text,5
SIGIT ARI NUGROHO,No review text,5
Budi letto,No review text,3
ahmad baihaqi,Pelayanan ruang bayi agar lebih ramah lagi jangan kasar. Saya tidak puas dengan pelayanan ruang bayi,5
Kang Anwar,Sangat minim,5
Faisal Ichmawan,"Saya gak suka sama petugas rsud yang sering menolak pasein, padahal saya gak pake bpjs, saya umum,, dan baru 1 minggu kakek saya gak ada gara2 lambat penangan, dan awal di tolak!!!!",1
Asma Khusna,"Sangat jelek...itu yg omonganya pada judez dan kasar tolong dipantau kalo perlu mutasi jadi kuli panggul ,nggak cocok kerja di RS !!!",1
ML GAME SAMPAH,"Saran saya kalo mau kr rs ini pikir2 dulu,

Pelayanan jelek,perawatnya banyak judesnya …",1
panca setiyo yoga,"Hening , sepi, damai",5
Ryan santoso,Tlg pelayanan nya di perbaiki!!!,1
Nurfa Afr,"Pertama Priksa ke Poli mata Alhamdulillah dokternya ramah2..
Kedua ke poli kandungan Alhamdulillah ditangani sama dokter Arif Ramah sekali..
Ketiga Ke R.radiologi yg nangani Judes bgt masya Allah pingin konsultasi aja …",1
Rifai,"Bangunan sudah mulai rusak, terkesan tidak terawat. Butuh peremajaan",3
ARF STUDIOS,"Kebersihan oke, tapi bangunan sudah mulai retak",3
Dwiyanto Arjun,Rumah sakit umum daerah,4
Anggreknya Orchid,"Setahun yang lalu saya sempat dirawat di RSUD Kajen, alhamdulillah saya mendapatkan pelayanan yang baik. Perawat yang ramah, dokter yang care, makanan yang diberikan juga baik. …",4
Tarjono Putra,"Taman yg didepan warung sekarang nyaman buat nunggu, apalagi kalo malam santai sambil ngopi.",5
Aiz Maulana,"Baru pulang dari sana. Ruang seroja agak pengap, tapi pelayanannya baik sekali. Kontrol rutin jatah makan juga rutin. Silahkan dibandingkan dengan rs dijakarta, untuk pelayanan saya lebih pilih disini. Mantap!",5
Deni Bochil,Kecewa,1
Joe Wae,"Pelayanan IGD dll nya sangat BURUK! Bulan kemarin adik saya sakit perut pnas sampai kejang, mlah di suruh pulang dan bilangnya gak ppa,cuma di suntik sama obat, hbis itu mlm mlah muntah2 terus, trus di bawa ke RSI muhammadiyah, di sana …",1
Rachmat Aji Pambudhi,"Pelayanan buruk, tidak ramah, tidak recommended
Perbaiki pelayanan",1
Kadek Hasifa,pelayanan jelek buruk sangat tidak memuaskan !!!,1
Niskala Wastu,"Menolak pasien karena bukan kondisi ""gawat darurat"" sampai akhirnya meninggal.. Bermain-main dengan nyawa orang lain ya..",1
Plat G Official,"Pelayanan terhadap pasien BPJS sangat buruk, sampai ada yang meninggal gara2 di telantarkan. RSUD Kajen 🖕🖕🖕 …",1
Impala Network,No review text,1
tri modar,"Pelayanan nya buruk,, tlg di tingkatkan lagi jangan pilahpilih",1
Andry Ulfariyadi,No review text,5
TRI _LEKSONO (tri),No review text,1
Nochu,"pelayanan buruk, lamban, ga ramah banget, pasien dibiarin nunggu lama",1
Tony Vanmbelich,Pelayanan nya bagus,4
sihu NGASPAL,kurang puas.pelayanan kurang ramah,2
Andrean Saputra,No review text,1
wawan setiawan,Mantap..,5
zia shima,Pelayanan jelek. Padahal pake umum tp teh manis aja harus minta sama bekas bungkus aqua gelasan.,1
Darmanto Darmanto,No review text,5
Abdull Yaskur,"Satpamnya sangat kurang ramah,
Harusnya bsa melayani pasien yg baru datang, saya tanya malah judes bnget hrs ditindak tegas.",1
Bagas SW,No review text,3
ARIF MIFTAH,"Pelayanan lambat, bahkan saya heran kenapa diberi 3 sampe 4 bintang, kurang adanya keramahan, dan pengarahan untuk pasien, pelayanan BPJS seakan2 kurang diperhatikan, semoga membantu",1
Riski Kurniawan,No review text,5
Muh Farihin,Pelayanan kurang memuaskan.. Kasir poli umum jutek.. Dan tanpa ngarahin polinya dimana padahal pasien baru... DAN pelayanan di poli umumnya juga jelek.. Nunggu lama padahal pasien cuma 5.tpi belum di panggil2... Parah,1
aqbil official,No review text,5
Titi Andariyah,"Tempat luas, dekat, namun pelayanannya kurang",5
Aku Dedelia,Tempat luas namun pelayanan masih kurang bagus,5
maksus lesus,RSUD KAJEN yg mudh di jangkau...terutama bagi warga yg tinggal di kab oekalongan bagian selatan...bahkan dr pemalang bagian selatan juga sampai ke RSUD KAJEN,5
Nur Fadlilah,No review text,5
Cad Play,"Bagus..bagus sekali..

Tokonya dekat.. Yang penting nunggu Karo makan.. Ben Ra nonton.. Hehehe",4
Dedi S Putra,sering penuh untuk pengguna bpjs tp kayaknya selalu ada tmpat untuk yg umum..,4
Ervia Nuraini,No review text,5
Santoso Sibro,Zag zeg pelayanannya 😊 …,5
Otok Gusmanto,"Rumah sakit di lembah pegunungan, asri, dikelilingi sawah, eco green hospital",5
widyyati susy,No review text,5
ADITYA HERMAWAN,RUMAH SAKIT DAERAH KAB PEKALONGAN,5
Kozer0ma Project,"Bintang 1 untuk ruang ponek, anak yg baru lahir tdk dberikan kedekapan ibunya. Pdhl di poster yg tertera di tembok ruangan trsebut harus diberikan ke dekapan ibunya stlah anak lahir. …",1
Nadif Zidane,Rumah sakit kajen di Karanganyar 😂 …,5
Lukman Hakim,tolong di tingkat kan lagi pelayanannya..,3
Gojel Jakarta Driver,"Tempat bagus, pelayanannya di ruang matahari bagus, pelayanan di ponek jelek. Kalau untuk pembayaran dengan BPJS mandiri kok di samain BPJS yang gratis 😱. Dulu anak pertama saya lahir di RS swasta lampung gratis pakai BPJS mandiri, sekrng anak ke dua kok bayar ini itu padahal ini kn punya pemerintah 😭 …",1
Ners Rifki,Sudah cukup baik dalam pelayanan. Terus tingkatkan,4
Muhammad Khaerul Munib (LEK SODEN),No review text,4
Hery Setiyo,No review text,5
W Nill s,Nyaman.. Perawat ramah... Untuk shif malam mohon disediakan kopi buat perawatnya... Kasian. Sering ktiduran.. 😊 …,5
Cantika Adila,Lumayan..,3
Keisuke customs,No review text,4
bagoez wibowo,"Semoga dengan peningkatan insfratuktur yang bagus dan bersih, diikuti juga dengan pelayanan terhadap pasien yang lebih baik dan pelayanan administrasinya",2
Much Nasih Amin,No review text,5
Linda Flamboyan,"tempat bersih ,ada tempat bermain anak juga .",5
Roni Ajjah,No review text,3
widi anto,Lumayan pelayanan kesehatannya,4
Tri Sugiarto,Ya bagus bersih pengamanan ketat,4
Wino Sanadi,Kualitas pelayanannya msh perlu ditingkatkan lg,2
Rasja Bki,No review text,5
shinta damayanti,"RSUD Kajen dengan pelayanan yang bermutu dan berorientasi pada keselamatan pasien.
Sarpras utk pelayanan kesehatan semakin lengkap dan pelayanan semakin prima.😊 …",5
Wulandary 093,"Aku pernah dibangunin pake kaki sama perawatnya, bantalku di tendang sama dia, dan di ruang melati jga pengurusnya gx ramah senyum galak2 lagi, kecewalah pokoknya mah ama tendangan nya juga bikin sakit batin.",3
Fahmi Iqbaldi,Untuk penanganan IGD supaya bisa diPercepat birokrasinya.,3
Kusnoto,"Pelayanan bagus, tempatnya bersih, perawat cukup ramah juga responsif.",4
sirojul baru,Sudah bagus hanya saja nyamuknya banyak,4
Sulis 2017,No review text,1
Willy 14,"Pelayanan sangat baik, petugas kesehatan dan para staf rumah sakit sangat ramah, manajemen limbah terlihat baik, sayang tempat parkir pengunjung kurang luas.",5
Sarwandi Gio Firza,"Semoga Selalu bisa memberi pelayanan yg terbaik buat masyarakat,terutama untuk yg kurang mampu...",3
Rf Production (Rofi hanafi),No review text,4
Kasa 08,Terlihat lebih baik,5
Marno Marno,Pelayanannya memuaskan,4
Alif Arafah,Terima Kasih Telah Merawat Anak Kami Dengan Baik Selama 3 Hari,5
Suryo Adhi Wibowo,Hanya ke atm,4
R'S Ku,No review text,3
Hadi_sas,Semakin bagus dan bersih,5
Takhori Ar_Rubani,Pelayanannya sudah bagus & tempat parkir sudah cukup baik.,5
Fatimatuz Zahro,"Rumah sakitnya mantap, ramah..",5
Tasbo 808,"tempat nya cukup nyaman, bersih dengan pelayanan yg ramah dan  perhatian yg cukup terhadap pasien juga dengan tata menejemen yg bagus saya rasa sudah cukup layak tuk semua bintang nya,,",5
Athena herian,Lumayan bersih,3
Faza Abdani Auni Robbi,RSUD milik Kab Pekalongan,5
anis hanafia,Rumah sakit baru milik pemerintah Kab Pekalongan,5
Shaka Channel,No review text,3
Heri Prasetya,No review text,5
Eka Sismadi,Rsud pemerintah. Semoga lebih baik dan tanpa korupsi,5
Novangga Pradhana Fidiananda,No review text,5
Syahna Syahra,No review text,5
Moh. Hasyim Purwadi,"RSUD Kajen telah ada pelayanan dokter kesehatan jiwa, monggo yg berminat konsultasi jiwa",5
