content,text_tokens_stemmed,Label,Label NB
Terimakasih,terimakasih,positif,positif
"Bersih, nyaman, adem, pelayanan baik, perawat nya baik,",bersih nyaman adem layan awat nya,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
terimakasih Alameda... heading bus by a man until patient,terimakasih alameda heading bus by a man until patient,positif,positif
rumah sakitnya nyaman dan lingkungannya bersih,rumah sakit nyaman lingkung bersih,positif,positif
Tampatnya bersih banget perawatnya baik baik jadi nyaman pasiennya maupun dari pihak keluarganya🙏 …,tampatnya bersih banget awat nyaman pasien keluarga,positif,positif
"tempatnya bagus bersih dan terutama perawatnya baik"" cantik"" pula",tempat bagus bersih awat cantik,positif,positif
"Disini pelayanannya baik, perawat nya juga baik, dan ramah",layan awat nya ramah,positif,positif
"pelayanannya bagus, perawatnya baik baik, lingkungan rumah sakitnya juga nyaman",layan bagus awat lingkung rumah sakit nyaman,positif,positif
dari gedung baru viewnya keren,gedung viewnya keren,positif,positif
Terimakasih..... ruangannya baru..... nyaman banget,terimakasih ruang nyaman banget,positif,positif
parah.. pelayanan lelet  bs.,parah layan lelet bs,negatif,positif
Nyaman,nyaman,positif,positif
Terima kasih atas pelayanannya yang bagus  tempat  bersih dan rapi,terima kasih layan bagus bersih rapi,positif,positif
Terimakasih atas pelayanan yang sangat ramah dan baik,terimakasih layan ramah,positif,positif
"Trimakasih, pelayanan sangat baik, luar biasa",trimakasih layan,positif,positif
Terimakasih...RSUD Kajen.....,terimakasihrsud kajen,positif,positif
"Pelayanan sudah cukup baik, pertahankan....",layan tahan,positif,positif
No review text,no review text,negatif,positif
terimakasih atas pelayanan nya,terimakasih layan nya,positif,positif
No review text,no review text,positif,positif
Terimakasih alamanda...rsud kajen,terimakasih alamandarsud kajen,positif,positif
"Bahasa perawatnya sangat sangat kurang mengenakan. . Ingin ku ludahi muka perawat"" nya",bahasa awat kena ku ludah muka awat nya,negatif,positif
No review text,no review text,negatif,positif
pelayanannya super lama bgtt,layan super bgtt,negatif,positif
Terima kasih RSUD kajen,terima kasih rsud kajen,positif,positif
Bagus,bagus,positif,positif
Terimakasih banyak untuk dokter dan suster dan tiem medis terimakasih bnyk,terimakasih dokter suster tiem medis terimakasih bnyk,positif,positif
Saya ucapkan terima kasih kpd RSUD KAJEN yang sudah menerapkan pelayanan yang ramah dan berkwalitas.,ucap terima kasih kpd rsud kajen terap layan ramah berkwalitas,positif,positif
Terimakasih RSUD... Gedung baru bagus,terimakasih rsud gedung bagus,positif,positif
"Semoga tambah berkembang,,",moga kembang,positif,positif
Untuk pelayanan dan prasarana sudah baik.,layan prasarana,positif,positif
Sangat nyaman dan sangat terbantu sekali. Terimakasih buwat RSUD Kajen semoga slalu JD terbaik.,nyaman bantu terimakasih buwat rsud kajen moga slalu jd baik,positif,positif
Alhamdulillah...terimakasih,alhamdulillahterimakasih,positif,positif
No review text,no review text,positif,positif
No review text,no review text,negatif,positif
"Pelayanan cepat, ramah, bangunan luas dan banyak pepohonan hijau sehingga pengunjung tidak merasa kepanasan dan bisa berteduh",layan cepat ramah bangun luas pohon hijau unjung panas teduh,positif,positif
"Karyawan baik, ramah baik, cekatan",karyawan ramah cekat,positif,positif
"pelayannya sangat ramah dan sat set, lingkungannya sangat asri dan nyaman",layan ramah sat set lingkung asri nyaman,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
"Pelayanan bagus, baik, perawatnya ramah2 apalagi mahasiswa perawat",layan bagus awat ramah2 mahasiswa awat,positif,positif
"pelayanan sangat baik dan gercep, perawatnya cantik” bgtt dan ramah😍 …",layan gercep awat cantik bgtt ramah,positif,positif
"Pelayanan ramah, baik, igd super sat set bat bet",layan ramah igd super sat set bat bet,positif,positif
"tempatnya adem asri, apalagi di rooftop pelayanannya juga memuaskan.... semoga dapat terus ditingkatkan lagi🙏 …",tempat adem asri rooftop layan muas moga tingkat,positif,positif
"Tempat nya bagus, bersih, rapi, dan nyaman. Pelayanan dokter, staff, karyawan, dll ramah-ramah. …",nya bagus bersih rapi nyaman layan dokter staff karyawan dll ramahramah,positif,positif
Pengalaman saya dulu tahun 2015 RSUD Kajen kualitas dan pelayanannya sangat buruk entah saya harus aduan ke mana dan sama siapa singkat cerita waktu almarhum bpak saya masuk ke UGD tidak ada tanggapan sama sekali maupun respon di kala Bpk …,alam 2015 rsud kajen kualitas layan buruk adu singkat cerita almarhum bpak masuk ugd tanggap respon bpk,negatif,positif
"Ruang vip infus harus ngomong dulu kalo habis.
Yang ramah kebanyakan perawat cowo .. perawat cewe beberapa ketus jutek.. …",ruang vip infus ngomong kalo habisyang ramah banyak awat cowo awat cewe ketus jutek,negatif,positif
Ada mahasiswa praktik dari Universitas Pekalongan yang baik dan ramah🤗 …,mahasiswa praktik universitas kalong ramah,positif,positif
Alhamdulillah pelayanan RSUD kajen baik dan tertata,alhamdulillah layan rsud kajen tata,positif,positif
Bintang yg berbicara percuma panjang lebar menulis juga gak bakal berubah sifat ke pasien nya apalagi yg pakai bpjs perbanyak istigfar saja #ponek# cukup tahu saja,bintang yg bicara lebar tulis gak ubah sifat pasien nya yg pakai bpjs banyak istigfar ponek,negatif,negatif
"Pelayanan dokter kurang ramah, krna di periksa lngsung sampai bbrpa pasien dalam satu ruangan sekaligus, jadi terburu2 pdhal masih bnyak yg mau di tnykan, mohon utk di prbaiki lagi",layan dokter ramah krna periksa lngsung bbrpa pasien ruang terburu2 pdhal bnyak yg tnykan mohon utk prbaiki,negatif,positif
Terimakasih rsud kajen,terimakasih rsud kajen,positif,positif
Terima kasih RSUD kajen,terima kasih rsud kajen,positif,positif
No review text,no review text,positif,positif
"Pelayanan tidak ramah kalo pake BPJS dari jm 9 pagi nungguin sampai jm stengah 2,siang.",layan ramah kalo pake bpjs jm 9 pagi nungguin jm stengah 2siang,negatif,positif
Pelayanan terlalu lambat pasien di biarkan menunggu lebih dr 3 jam di igd untuk dipindahkan ke rawat inap. Bilanya masih nunggu antri nunggu antri .. nunggu apaa ??? Antri apaaa ???? Sungguh di luar nalar,layan lambat pasien biar tunggu dr 3 jam igd pindah rawat inap bila nunggu antri nunggu antri nunggu apaa antri apaaa sungguh nalar,negatif,negatif
No review text,no review text,positif,positif
Pendaftaran hari jumat jam 10.10 wib sudah tutup.. Enak nemen kerja ne yo,daftar jumat jam 1010 wib tutup enak nemen kerja ne yo,negatif,negatif
"Pelayanan sudah cukup baik,tapi masih perlu perbaikan lagi.. semoga kedepannya RSUD Kajen semakin memuaskan bagi setiap pasien",layan baiktapi baik moga depan rsud kajen muas pasien,positif,positif
Pelayanan baik,layan,positif,positif
Pelayanan ramah dan tanggap. Ruang rawat dan kamar mandi pun bersih. Cuma kebetulan rungan sya tidak ada kipas ngin jd bnyak nyamuk.,layan ramah tanggap ruang rawat kamar mandi bersih rungan sya kipas ngin jd bnyak nyamuk,positif,positif
terima kasih rsud kajen,terima kasih rsud kajen,positif,positif
terimakasih,terimakasih,positif,positif
No review text,no review text,positif,positif
Pelayanan cukup bagus. Cuman pelayanan didepan menunggu lama.,layan bagus cuman layan depan tunggu,positif,positif
"Baik,ramah puas dngan pelayananya",baikramah puas dngan pelayananya,positif,positif
Tempat sangat nyaman,nyaman,positif,positif
"Untuk pelayanan di RSUD ini bagus,,untuk tindakan yang dilakukan dalam perawatan juga tepat..
Trimakaksih",layan rsud bagusuntuk tindak awat tepattrimakaksih,positif,positif
Alhamdulillah pelayanan baik.... bapak saya  di rawat di seroja...terimakasih,alhamdulillah layan rawat serojaterimakasih,positif,positif
Untuk poli anak dan kandungan tempat tunggu nya panas !!,pol anak kandung tunggu nya panas,negatif,positif
Sangat puas dengan pelayanan di RSUD kajen,puas layan rsud kajen,positif,positif
semangat kerja buat semuanya,semangat kerja,positif,positif
Terimakasih seroja....terimakasih rsud kajen,terimakasih serojaterimakasih rsud kajen,positif,positif
"Dua kali periksa disini
Pertama bulan lalu
Untuk pendaftaran tergolong cepat karena bisa langsung model scan sama sidik …",kali periksa disinipertama laluuntuk daftar golong cepat langsung model scan sidik,negatif,positif
Terima kasih sudah dirawat di RSUD kajen,terima kasih rawat rsud kajen,positif,positif
"layanan semakin baik..
cepat dan mudah..",layan baikcepat mudah,positif,positif
Bagus perawatan dirsud seroja..terimakasih,bagus awat dirsud serojaterimakasih,positif,positif
Pelayanannya cukup baik susternya juga ramah,layan suster ramah,positif,positif
Dokter nya kurang ramah,dokter nya ramah,negatif,positif
Terima kasih RSUD kajen,terima kasih rsud kajen,positif,positif
trimakasih udah dpt perawatan yg maksimal,trimakasih udah dpt awat yg maksimal,positif,positif
Pelayanan lumayan bagus.....terimakasih,layan lumayan bagusterimakasih,positif,positif
"Pelayanan baik,ramah",layan baikramah,positif,positif
Pelayanan baik,layan,positif,positif
No review text,no review text,positif,positif
Terimakasih RSUD kajen,terimakasih rsud kajen,positif,positif
"Pelayanannya memuaskan, perawatnya ramah-ramah, dokternya juga ramah, terimakasih ruang seroja.",layan muas awat ramahramah dokter ramah terimakasih ruang seroja,positif,positif
"Alhamdulillah., terimakasih",alhamdulillah terimakasih,positif,positif
"Semua perawat di ruangan sarojo baik dan ramah
Ruang juga bersih",awat ruang sarojo ramahruang bersih,positif,positif
Terima kasih.....,terima kasih,positif,positif
Terima kasih RSUD Kajen....jaya selalu,terima kasih rsud kajenjaya,positif,positif
"Nyaman, sejuk, ramah",nyaman sejuk ramah,positif,positif
No review text,no review text,negatif,positif
Puas pelayanan RSUD Kajen..... Jaya selalu RSUD Kajen untuk kab Pekalongan,puas layan rsud kajen jaya rsud kajen kab kalong,positif,positif
"tadi ada mahasiswa Unissula orangnya ramah-ramah, membantu dalam pelayanan, baik hati juga, mantap pokoknya",mahasiswa unissula orang ramahramah bantu layan hati mantap pokok,positif,positif
Mahasiswa unissula yg sedang magang ramah dan membantu pasien,mahasiswa unissula yg magang ramah bantu pasien,positif,positif
Pelayanan buruk,layan buruk,negatif,negatif
pelayanan sangat baik dan ramah ramah,layan ramah ramah,positif,positif
Pelayananya baik .... perawat nya ramah.... Terimakasih,pelayananya awat nya ramah terimakasih,positif,positif
"Sangat baik, perawat ramah2, periksa di poli gigi sangat nyaman…",awat ramah2 periksa pol gigi nyaman,positif,positif
"suka banget sama tempatnya yg indah dan adem dimata, utk pelayanannya sudah memuaskan.... semoga dapat terus ditingkatkan lagi🙏 …",suka banget tempat yg indah adem mata utk layan muas moga tingkat,positif,positif
"saya mengucapkan terimakasih atas pelayanan Rsud kajen , yg sudah merawat adik saya dgb sabar & baik 😊😇 …",terimakasih layan rsud kajen yg rawat adik dgb sabar,positif,positif
"pelayanan bagus , perawat sangat ramah dan selalu senyum sapa .
sangat disayangkan kemanan waktu jam besuk kurang diperketat . karna banyak penjenguk yg tidak bergiliran menjenguk pasien . sehingga mengganggu pasien yg lainnya . untuk sarana dan prasarana sudah bagus 🙏🏼 …",layan bagus awat ramah senyum sapa sayang keman jam besuk ketat karna jenguk yg gilir jenguk pasien ganggu pasien yg sarana prasarana bagus,positif,positif
Terima kasih RSUD kajen,terima kasih rsud kajen,positif,positif
"Baik,rapi,pelayanan juga enak,nyaman",baikrapipelayanan enaknyaman,positif,positif
"Gedung baru RSUD Kajen bagus sekali, desain modern finishing kaca. Kekurangannya kalo pas hujan petirnya menyambar nyambar, sangat terlihat jelas dan mengagetkan.. terutama bagi lansia",gedung rsud kajen bagus desain modern finishing kaca kurang kalo pas hujan petir sambar nyambar kaget lansia,positif,positif
Makasih rsud kajen yang sudah  bisa melayani pendaftarn dgn program bupati pkl cukup pakai ktp bisa gratis.,makasih rsud kajen layan pendaftarn dgn program bupati pkl pakai ktp gratis,positif,positif
Terima kasih buat pendaftaran ruang inap,terima kasih daftar ruang inap,positif,positif
Semoga jaya selalu rsud kajen,moga jaya rsud kajen,positif,positif
Staf nya ramah2,staf nya ramah2,positif,positif
Pelayanan baik terutama bagian pendaftran,layan pendaftran,positif,positif
Pelayanan baik,layan,positif,positif
Cukup baik,,positif,positif
No review text,no review text,positif,positif
Terima kasih ruang seroja.....semoga rsud kajen semakin jaya untuk warga kab.pekalongan,terima kasih ruang serojasemoga rsud kajen jaya warga kabpekalongan,positif,positif
lumayan nyaman,lumayan nyaman,positif,positif
"Alhamdulilah anak saya dirawat di ruang anak, pelayanannya baik,perwat dan dokter ramah",alhamdulilah anak rawat ruang anak layan baikperwat dokter ramah,positif,positif
Oke,oke,positif,positif
"pelayanan bagus,staff nya ramah²",layan bagusstaff nya ramah,positif,positif
Staf pendftrn ramah,staf pendftrn ramah,positif,positif
Pendaftaran baik,daftar,positif,positif
Mahasiswa umpp pelayanannya baik sekali,mahasiswa umpp layan,positif,positif
"Mahasiswa UMPP yang magang Cantik²"" Wkwkwkk",mahasiswa umpp magang cantik wkwkwkk,positif,positif
No review text,no review text,positif,positif
Terlalu banyak,,positif,positif
Mahasiswa UMPP sangat membantu,mahasiswa umpp bantu,positif,positif
Perawatnya kurang komunikatif dan kurang ramah. Tidak pernah mengecek infus pasien jika bukan keluarga yang mengecek. Bahkan kondisi pasien pun tidak tau. Keluhan pasien tidak pernah didengar. Judes jika dimintain tolong. Pelayanan sangat …,awat komunikatif ramah ecek infus pasien keluarga ecek kondisi pasien tau keluh pasien dengar judes dimintain tolong layan,negatif,negatif
Petugas parkir Ramah sangat membantu org yg kesusahan parkir,tugas parkir ramah bantu org yg susah parkir,positif,positif
"Pekerjanya kurang teliti. Rujukan banyak yg salah,",kerja teliti rujuk yg salah,negatif,positif
"Pelayanan untuk pasien BPJS sangat memuaskan bagi saya..terima kasih PK Dr,dan juga perwatnya..terima kasih..",layan pasien bpjs muas sayaterima kasih pk drdan perwatnyaterima kasih,positif,positif
Pelayanan,layan,positif,positif
No review text,no review text,positif,positif
Pelayanan baik,layan,positif,positif
"Mahasiswanya sangat ramah, baik dan humbel",mahasiswa ramah humbel,positif,positif
Mahasiswanya cantik cantik,mahasiswa cantik cantik,positif,positif
mahasiswa magangnya ramah dan murah senyum,mahasiswa magang ramah murah senyum,positif,positif
Alhamdulillah semua berjalan dengan baik dan kami merasa nyaman atas pelayanan yang di berikan di RSUD kajen,alhamdulillah jalan nyaman layan rsud kajen,positif,positif
Terimakasih,terimakasih,positif,positif
Bagus..... penanganan nya cepat... Terimakasih RSUD kajen,bagus tangan nya cepat terimakasih rsud kajen,positif,positif
nyaman.besih.pelayanan baik,nyamanbesihpelayanan,positif,positif
"Pelayanan tanggap
Ayah saya harus di operasi, menggunakan kartu KIS masuk pagi langsung di tangani siang sudah masuk ruang operasi, terimakasih 🙏🙏 …",layan tanggapayah operasi kartu kis masuk pagi langsung tangan siang masuk ruang operasi terimakasih,positif,positif
Petugas parkir ramah dan baik,tugas parkir ramah,positif,positif
Bagus,bagus,positif,positif
No review text,no review text,positif,positif
Tpprj baik terimksih,tpprj terimksih,positif,positif
No review text,no review text,positif,positif
Pelyanan baik ramah,pelyanan ramah,positif,positif
