Username,Review,Stars
SITI KODIJAH,"tiketnya murah, hewannya blm banyak tapi tempatnya bersih, pertunjukannya sangat menghibur, masih ada pembangunan, tapi yang sangat disayangkan harga makanan dan minuman sangat mahal, contoh simpelnya es teh manis harga 10.000 cup sedang, es batunya sedikit langsung lebur jdi tdk dingin dan tidak manis lebih ke tawar.",4
Wika Waskita,"Tempat luar biasa, staf yang ramah, tetapi masih banyak pekerjaan yang harus diselesaikan. Terutama soal area pejalan kaki & kebersihan, kerapihan lokasi. Secara keseluruhan, ini adalah pengalaman yang luar biasa....",5
Bagus Anggitaman,"Kalau cuma mau menikmati binatang dan nonton show2 terjadwalnya, harga tiket 50 ribu sangat value for money. Namun untuk wahana tungganan hewan dan memberi makannya memang agak overprice. Namun sesekali buat pengalaman ya tidak apa2.",5
Ardiego Herviantoro,No review text,5
arif wahyu,Masih proses pengembangan tapi sudah cukup bagus,4
Wildan Surya,Harga tiket onthespot Rp 50.000 rasanya sedikit overprice mengingat hanya ada pertunjukan lumba lumba selama 10 menit dan pertunjukan burung?. (Kami tidak mengikuti saat berkunjung). Dengan membayar Tiket 50.000 jg akan mendapatkan potongan …,3
Syarif Muhammad,No review text,5
Fera Pona Etika,Bagus untuk wisata edukasi anak,4
nieldz CK avrillian,Pertunjukan lumba2nya sangat bagus. Tp tidak disarankan kesini saat musim hujan.. Becek !!!,5
Alfatih Alfa,No review text,3
Totok Supriyanto,Wahana menarik yang menampilkan atraksi hewan yang terlatih dengan baik. Berada di tepi pantai yang menyajikan pemandangan laut dengan angin pantai yang berhembus dengan kencang,5
Lightning McQueen,"Tempatnya nyaman, ada pertunjukan hewan lumba-lumba, burung dan hewan piaraan lainnya..
tapi saat ini masih proses berkembang. Semoga menjadi destinasi wisata nasional favorit kedepannya..",4
Zaen Channel,No review text,5
Muly Mulyani,"Tempatnya bagus, banyak atraksi menarik untuk anak2, dholpin, burung pemangsa kereen",5
Agung Hendra _BATANG,No review text,5
Tea Yash,No review text,5
moh.arif afandi,mantappp murah bangettzz....,5
Risalatul Amanah,No review text,4
Agus Abd Latif,sangat bagus,5
Irine Fitriani,No review text,5
Tita Mayalestari,No review text,4
Zakia Komala,"Kesana pas masa pandemi, sekitar 2th lalu.
Pengunjung cuman saya, suami dan anak.
Per orang tiket 40k, total 120rb. Parkir mobil 5rb. …",5
Santy Fu,No review text,5
Chandra “Cand” Motorun,"Sy datang dalam rombongan wisata anak TK. Kesan pertama sy sangat apresiasi sekali ada tempat rekreasi sebagus ini. Pantai bagus dan terawat pastinya. Apalagi dengan mini kebun binatangnya. Koleksi satwa sudah cukup banyak, mungkin perlu …",4
siska dian,"Tempat yg menyenangkan utk anak2 bermain air,pasir, melihat binatang, naik gajah atau unta,melihat berbagai show lumba2, burung, aneka satwa .. atau hny duduk2 saja melihat pantai",5
Lusita Anggraini,No review text,5
Mhif Ta,No review text,5
Satriyo Pamungkas,Pilihan rekreasi terbaik untuk keluarga,5
Nur Fitriya,No review text,4
Pilar Jaya,Semoga koleksi binatang nya bertambah....,4
Naser MB,Lumayan ...wlw tmpt seadanya ...dan banyak fasilitas yg sedang dlm perbaikan,4
Diaz Disaka,No review text,5
Bima Wicaksana,Sayang airnya coklat,4
fajar soelistyo,No review text,4
Slamet Setyo Utomo,cocok sekali,5
Adeeva Alviena,No review text,5
ahmad rifqi N.C,"Mantap dah cuman durasi pentas nya dikit"" Kurang lama
Tiket bonus dapat dtukar minum",5
Kenji aita,Disukai,5
Gilang Tirta,No review text,5
Bambang Suyitno,TPU,5
sunar san,No review text,5
Riyan Rifaldi,No review text,5
chairul mashar,Masih perlu banyak pembenahan.. jalan ke area peetunjukan masih berupa tanah dan becek. Binatang belum lengkap. Daya tariknya adalah pertunjukan lumba2.,3
Farid Yustisiawan,Tempat safari cukup buat ilmu pengetahuan anak2 saat mengisi waktu liburan. Pantai jg bagus. Show2 jg bagus waktu di tampilkan. Hanya saja penamaan hewan n pemeliharaan hewan msh perlu di perbaiki. Rekomen deh 👍 …,5
abi official,"Tempat bagus dan bersih.. Semoga ada tambahan penginapan n area camping,",5
Ardiyanto Nugroho,No review text,5
januar ady,No review text,5
Nurhidayah Sapti Hapsari,No review text,5
christin Asih,No review text,5
Asif Barkhiya,lumayan,5
Ps. Agus P Telaumbanua- AIR KEHIDUPAN,Recomended..👍👍👍👍 …,5
azel guardiano,No review text,5
Yuri Gunardi,"Binatangnya tidak banyak, area kecil, kalau keluar parkir harus offroad melewati   jalan tanah penuh semak dan rumput. Tiket mahal, dapat voucher makanan 10 ribu tapi sia2 krn makanannya habis semua. Not recommended.",2
Amsal Cahya Pribadi,"Lumayanlah..
Walau masih renovasi",5
Mulyadi Pemalang,No review text,5
Duman Toro,Bagus sekali anak anak sangat senang,5
Pika Kartika,"Tempat nya bagus, buat anak2 bermain dan menambah pengetahuan 👍😍👍 …",5
Tri Aries SM,Masih terlalu minim,3
Kurnia Sandi,sial,5
pridani isnauri,"Banyak sampah, kurang di jaga kebersihan pantai",3
JNK militan,No review text,4
sayid kurniawan,"Tempat nya nyaman, bersih, terawat.. mungkin di area taman safarinya perlu dibereskan genangan2 airnya.. so far rekomen sekali buat healing jarak dekat..",5
Dewi Latifah,"Tempat lumayan bagus,anak2 bisa mengenal jenis binatang",4
zhi setyo,No review text,5
Firgiawan Setianto,No review text,5
anugrah teguh wijayanto,"Parkiran bagus, tp sayang akses ke tempat pertujukan Mash tanah, jd klu lg Hujan Beceknya parah, di tambah klu lg banyak pengunjung, untuk ke toilet harus super ngantri. …",5
Bagus Ramdhani,No review text,5
ariety jety,"Jalan ke kebun binatang tanpa paving sama sekali kl hujan becek parah, parkiran lumayan banyak, koleksi hewan di kebun binatang sedikit banget dan krg terawat, utk pantai lebarnya kecil dan air lautnya coklat tempat bilas 3 biji bntuk …",1
Yana Andriyani,No review text,5
Anton Wibowo,No review text,5
Thalia Maezi,Lengkap,5
atin prihatin,"Klu blm siap wahananya beserta isinya/hewan , mohon jangan di buka dulu. Tlg jgn tergesa-gesa utk mencari keuntungan semata. Tlg utk dipertimbangkan kembali klu mau buka obyek wisata.",2
Adi Suryadi,"Kenapa ada larangan tidak boleh membawa makanan dr luar,sedang didalam aja yg jualan bisa dihitung dengan jari tangan yg beli sampai antri2,harus nunggu lama.tolong agar lebih diperbaiki.",1
Kholila Ashlikhatii,Tempat rekreasi untuk liburan keluarga. Sayangnya waktu ke sana hujan jadi pengalaman yang didapat kurang 😌😌😌 …,3
Agung Budi Santoso,No review text,5
Berfikri,No review text,5
Rudi Rudi,No review text,5
Amin Romadhon,Area pantai nya oke juga. Tersedia tenant makanan dengan harga terjangkau. Toilet dan musholla juga bersih.,5
Agum Adi,"Pantai yang indah dan fasilitasnya sangat lengkap, disini kebersihan sangat diperhatikan oleh pengelelolanya.
Banyak satwa juga disini yang dapat dijadikan sarana pembelajaran bagi anak anak.",5
Biyanti Narulita,No review text,5
Marry Christiyanto,Taman safari nya Jateng...jossss,5
Rizki Pratama,Mantap,5
Iwan Bany Dasaraga,Tempat yang recommended untuk wisata keluarga dengan hiburan ikan lumba² dan satwa lainnya.,4
FATRIYA BIMA,No review text,5
Haryo Adinegoro,"Cocok untuk sekeluarga, terlebih untuk anak2 tk - sd",4
Amiarsi Resonansani,"Kami berkunjung sore hari sekitar pukul 15.00. Kebetulan waktu itu pertunjukan Lumba2nya akan dimulai dan itu ada di sisi barat. Setelah pertunjukan Lumba2 selesai geser sedikit ke timur, ada pertunjukan aneka satwa. Pertunjukan aneka …",4
Ilma Rizqi Amalia,Pelayanan bagus bangett sama tempatnya fantastis,5
Efi Darmayanti,Cocok untuk rekreasi bersama keluarga. Parkir luas.,5
Aliffya Utari Suryana,No review text,5
Septianus Andre,No review text,5
Arif Mila,Jaga keanekaragaman satwa & alam kita,5
Ckohar Andi,No review text,5
ARI SAPUTRA,No review text,5
rahmatika,Makin bagus...dr yg terakhir kesini,5
Yudi Vermoth,"Tempatnya luas dan sejuk, tiket masuknya 50k per orang setiap pembelian 2 yiket bisa dituker makanan dimsum, somay, porsinyapun banyak dan enak",5
ika oktiani,"Bagus sekali pelayanannya. Pesan tiket via online, krn dr info di ig-nya ada promo mendapatkan hot/ice tea, dan 2 kupon free feeding bird. Kebetulan e tiket tidak langsung masuk, hub via cs di wa, dicek sudah masuk dan bisa dipakai saat …",5
Arlin W.,Pantai bersih tapi lebih baik gak berenang karena tempat bilas gak memadai. Keran gak keluar air. Di kamar mandi juga gak ada tempat bilas khusus. Jadi agak repot untuk bilas. Kebun binatang gak terlalu luas tapi lumayan lengkap. Harga …,4
ELFAZAM TV,No review text,5
Doddy Irawan,Masih perlu bnyk pembenahan,4
Ahmad Toifin,Rekomendasi buat jalan2. Kualitas nya bagus,5
Hardian Ibnu,"SAFARI BEACH JATENG
Atau lebih dikenal dengan Dolphin Center Batang - Jawa Tengah. Salah satu destinasi wisata edukasi dan alam. Dikelola oleh Taman Safari Indonesia. Sudah pasti …",5
Aji Purwoko,"Taman Safari Jawa tengah, tempat bersih, fasilitas termasuk makanan minuman bnyk pilihan. HTM sdh komplit 3 wahana hiburan di dalmnya.",5
Mukh Rizq,mantap,4
tri yuni,Cocok buat keluarga tiket 50 worth it dapat kupon tuker makan,5
Isant Kurniawan,No review text,5
Tuti Said,Sidoarjo,3
Titi Novayanti,No review text,5
Kelvin andrian Channel,Lagi ada pembangunan wahana baru mungkin,5
NI'MA WATER,"Cukup menyenangkan anak anak.
Ada mini zoee
Pertunjukan lomba lomba …",4
Rudi Hartanto,No review text,3
suci rohmawati,No review text,5
rakanargiya qamaru,Cukup sepadan dengan harga,5
Sri Wahyanto,No review text,5
Eka Susilowati,Luar biasa,5
Yudi Wibisono,No review text,5
Kurnia Dwi Puspaningrum,No review text,4
L M,No review text,5
Fahmi setiawan,No review text,5
Herry Hermawan Karim,No review text,5
drg. Mira Hartanti,No review text,5
Berthin Anggraeni,"Ada pertunjukan hewan2 yg sudah terlatih, terutama untuk lumba2 nya, tempatnya asik dan bersih
Bener-bener Recomended buat yg mau refreshing..",5
Muhammad Nasta'in,Tempat yg nyaman buat wisata keluarga,5
eL Wahjoedi,No review text,3
penikmat senja,"Binatangnya kurang bnyak, tempatnya jg tdk trllu bersih, tp menarik ada pentas lumba2",4
Adhita Prihantoro,No review text,3
Aziz Hasim,Bagus,5
Ve Love,"mahal sekali harga makanannya ..
tp menurutku kalau daerah pantai sigandu dikelola kayak safari beach bagus sii .. …",3
Ayu bagus,"HTM, dll  agk mahal",3
Wepe production,Recomended,5
Anargya Sindhu,keren,5
Muhammad Fajar,"Pantai dimana banyak perahu nelayan dan kapal tongkang, kapal tugboat, kapal tengker berlabuh dan buang jangkar",5
Andre Casan,Tempat nya asik untuk keluarga,4
Asef Idris,No review text,5
ahmad faiz,Cukup menarik dan tampaknya terus dikembangkan wahana2 baru,5
dinan safta oktavian,No review text,5
TRIAN GUNAWAN,Seruuu..tempatnya,4
Bima Mama,Semoga cepat selesai renov nya,5
Endri Listiyarto,No review text,5
unz ajaya,Harga lumayan...tempat yg lama kurang terawat ..masih tahap pengembangan,4
baeti kholifah noviana,"24 desember 2022

harga tiket masuk area pantai @5.000 …",5
Woro Maulani,"Bersih, makan dipinggir pantai tersedia gazebo , cafe dg menu ayam goreng ,makanan biasa aja ,toilet bersih parkir luass",3
Indra Mardana Markus,"Tempat ini masih sangat baru jadi maklum jika belum banyak wahana dan beberapa tempat masih dalam proses pembangunan dan perbaikan. So far, anak saya sangat menyukai nya apalagi dia menyukai gajah, unta, kelinci, burung, lumba-lumba, kuda, …",5
Pitaloka Ardiswara,No review text,5
Pantang Menyerah,Bagus untuk wisata keluarga,5
Lokman Zaenudin,No review text,5
haryoto syariah,No review text,4
Achmad irfan Irfan,"Asik sekali,cuma kalo bisa tiketnya d murahi sediKit 😀😀😀 …",5
ariati f,"Januari 2023
hTM 60k dapat free kupon makanan senilai 10k.
Tempat bersih tersedia banyak tempat sampah. …",4
Dhani Yunanto,"Satu satunya taman safari yg ada di Jateng, menurut saya sudah cukup baik walau masih dalam taraf pengambangan, mohon untuk di perhatikan dan di tambah untuk fasilitas umum seperti toilet dan musholla nya di perluas. Karena kalau waktu weekend banyak sekali pengunjungnya, serta perlu lebih di tingkatkan untuk kebersihan toiletnya.",4
ibnu hafidz,"Tempat bagus, tapi saat banyak pengunjung susah untuk cari tempat duduk. Akses yang mudah nga takut nyasar …",5
Dwi Kreshna,No review text,5
Gun Narto,No review text,5
Diila DilLu,Tempat nya enak belum begitu rame tp masih banyak yg di perbaiki,5
Har Dawi,No review text,5
diah puspitasari,No review text,5
Ari Prastawati,Seru,5
suROCKarto,"jgn lupa lihat lumba2 show nya, kl bisa lebih bersih di area zoo nya akan lebih asik",4
Wahyu Wojow,"Tempat nya bagus, ada pertunjukan lumba lumba juga, pertunjukan burung pemangsa, dan zoo mini . pantainya lumayan bagus, udah tersedia resto di sekitar pantai dan banyak pilihannya, harganya juga sesuai tempat wisata, rasanya lumayan lah. Pantainya tidak terlalu rame jadi anak anak senang saat main di pantai.",5
Luthfan Aryananda,No review text,4
Mobile Coffee (Mobile coffee),No review text,5
Riza Satria,Tempat yang bagus untuk waktu keluarga saat berada di Batang/Pekalongan..!!,5
Mohamad Sobirin,terlalu tinggi,5
Tuffah Yahya,No review text,5
Erry Gojek,"Tempatnya bagus,ramah anak,fasilitas lumayan hanya tidak tersedia ATM,",5
Rizka Nur'ainy Fadhlillah,seru banget liat kepintaran dan kelincahan si dolphin,4
Rifky Ubaidillah Arifiyanto,Pantai yang ada gajahnya...,5
Andi Ari,No review text,5
alfia khusna,No review text,5
nisa zaky,No review text,5
Rina Jaya,Bagus sekali,5
Davinsa Akhdan 02,"Tiket weekend/ tgl merah 60k
Hari biasa 50k",5
wachid adnan,No review text,5
vidya noviar,"Tiket masuknya 60 ribu dapat voucher makan 10 ribu. Stand makanannya banyak pilihan. Atraksi binatangnya menarik, ada lumba-lumba, aneka binatang dan burung-burung. Bisa foto dengan binatang juga, tiketnya 10 ribu/orang. Serunya di sini …",5
Trivera Caroline,"Untuk ukuran di kota kecil ini cukup OK sih. Biaya masuk 50K/orang, cuma memang pas dateng masih proses renovasi jadi agak kurang nyaman karena agak kotor dan berantakan",3
Fadlun Fadlun,"Harga tiket lumayan, cuman recommended tempat buat ajak keluarga berlibur. 3in1 best pokoknya dapat pantai, atraksi lumba-lumba dan juga aneka hewan dan satwa lainnya 🥰 …",5
Arief K,No review text,5
muhammad dzakki Filfikkri,No review text,4
APhe Channel,Tempat nyaman untuk liburan keluarga,5
Azizi Aziz,No review text,3
Muhammad Kurniawan,Alhamdulillah,5
Rakhmat Armansyah,"Harga 50 rb per tiket utk masuk Safari Beach

Sebelumya ada jg kutipan lokal sebesar 5rb per orang, sepertinya dr Desa …",4
Imuh Part Two,No review text,5
Novianto Pudjo Anggoro,No review text,5
Khusnul Khotimah,No review text,4
Eka F Inces Big Bos,No review text,5
ditya ariyani,No review text,5
Ajie Trisna Hartadi,No review text,5
Media kreasi,Untuk hiburan lumba lumba bagus. Anak anak suka.... cuma makanan sjja yg d food court.. antrinya lama...  kmar mandi karena bercampur dengan yg bersih bersih habis dari pantai jadi kesanya kotor..  .. tiket lumayan  lah tidak bisa dbilang …,5
